product_id,book_title,genre,price,stock,published_year
139,Candidate back quite.,History,155.08,54,2021
140,Tax voice control.,Sci-Fi,3357.79,457,2035
141,Understand south with.,Sci-Fi,4444.93,196,2035
142,Main town.,NA,1896.12,90,2020
143,Break.,Sci-Fi,4866.47,58,2023
144,Protect but.,Fiction,4263.1,314,2023
145,Begin dark.,NA,1181.5,442,2019
146,Character.,Sci-Fi,1553.3,445,2023
147,Ten experience.,Fiction,3684.13,213,2018
148,Bank risk.,NA,1920.81,255,2019
149,Director oil.,NA,1677.63,498,2021
150,Choice other.,History,2867.01,256,2018
151,Industry yeah because.,NA,2363.31,283,2020
152,Out until act.,Fiction ,990.16,51,2035
153,Drug range.,Sci-Fi,1491.8,424,2021
154,Full rise.,NA,2234.84,223,2035
155,Employee happy operation.,History,2752.21,35,2019
156,Five.,Sci-Fi,19.76,206,2020
157,Raise cover.,Fiction,4509.43,55,2035
158,Whose yeah.,Fiction ,1976.27,242,2023
159,Develop current.,Fiction ,1572.62,359,2035
160,Morning control several.,Sci-Fi,1199.84,268,2021
161,Move each shoulder.,Romance,1760.46,375,2023
162,Democrat by.,Sci-Fi,406.46,384,2021
163,Specific company.,Sci-Fi,231.52,329,2035
164,Television why.,History,147.99,13,2023
165,Forget marriage responsibility.,Sci-Fi,2176.22,289,2019
166,Matter rise.,Sci-Fi,4830.02,496,2018
167,Consumer wonder.,History,3507.63,453,2023
168,Than join.,Sci-Fi,2830.37,102,2035
169,Teacher that.,Romance,1480.47,399,2021
170,Among catch current.,Fiction,27.71,313,2021
171,News sing.,Fiction ,1148.74,470,2021
172,Compare detail pattern.,Fiction,2352.06,344,2018
173,Consumer time.,Fiction,4142.61,478,2021
174,Skin day type.,History,-9.28,7,2021
175,Space clearly.,Sci-Fi,-82.39,167,2035
176,Tonight whether argue.,Fiction,16.53,127,2023
177,Especially.,Fiction ,862.83,365,2021
178,Charge relate measure.,Romance,4483.69,83,2018
179,Foot all.,Sci-Fi,2706.82,317,2022
180,Strategy couple member.,NA,39.3,133,2019
181,Us admit act individual.,Sci-Fi,4351.65,54,2020
182,For better rule.,NA,2033.13,65,2018
183,Economy whether.,Sci-Fi,3257.36,304,2019
184,Explain study.,NA,1285.3,98,2022
185,Economy hear.,NA,3624.75,183,2021
186,Market address avoid.,NA,361.64,174,2021
187,Next low.,History,4605.4,356,2021
188,Cause fast sing.,Romance,323.29,279,2035
189,Industry little.,History,4445.43,294,2021
190,Not political true.,Romance,2279.89,131,2023
191,Teacher vote.,Sci-Fi,1248.43,363,2023
192,Father space.,Sci-Fi,1433.93,500,2018
193,Effect interest television.,History,2642.65,129,2035
194,Seven choose stand.,Romance,3421.79,395,2023
195,Mr nor mention interesting.,NA,1421.25,472,2023
196,Bill wind.,Fiction ,3060.81,66,2020
197,Red those woman.,History,3806.83,278,2021
198,Several white.,History,4036.27,184,2035
199,Social size sing.,NA,401.82,445,2021
200,Though within bag.,NA,4722.26,222,2022
201,Condition great position.,Fiction,4215.08,337,2035
202,Truth month mention night.,Sci-Fi,2777.64,345,2023
203,Effect worker.,Fiction,3100.34,473,2019
204,Put smile federal.,Sci-Fi,821.85,300,2022
205,Forward.,History,3526.7,110,2035
206,Statement.,NA,105.5,16,2018
207,Spend.,NA,4470.61,352,2022
208,Particularly watch.,Fiction,1218.11,376,2021
209,Election energy.,NA,1357.59,97,2035
210,Republican third particularly spring.,NA,1015.58,-16,2035
211,Network.,Sci-Fi,1167.04,458,2022
212,Center exist person.,Sci-Fi,2414.47,322,2023
213,Perhaps loss picture.,NA,4532.97,205,2035
214,Clearly see.,Fiction ,2130.96,44,2020
215,Line tell.,Sci-Fi,4272.83,117,2021
216,Statement present nothing.,History,1942.2,-5,2021
217,Hit decision huge.,Sci-Fi,1843.53,71,2021
218,Board agreement green.,NA,4558.82,412,2020
219,Sign improve sort.,NA,333.55,-15,2022
220,Operation include.,Sci-Fi,3902.27,102,2035
221,Current.,NA,3298.5,98,2020
222,Ten would successful west.,Romance,3237.23,428,2019
223,Black task do.,Romance,837.3,310,2019
224,Kitchen really yet.,Sci-Fi,3647.13,427,2019
225,Yet to fact.,Sci-Fi,925.65,15,2019
226,General fly.,Sci-Fi,2345.87,-18,2022
227,I stage idea.,Romance,3238.27,220,2035
228,Return American.,History,2882.61,394,2035
229,Recognize late.,Romance,4040.7,340,2035
230,Kind commercial professional.,Sci-Fi,2797.22,121,2035
231,Interest also.,History,3588.79,499,2020
232,Someone institution.,Fiction ,492.5,286,2035
233,Plant subject.,Sci-Fi,2065.6,245,2018
234,Senior guy black.,Fiction,530.7,259,2022
235,Our economy.,NA,3318.49,420,2021
236,Write.,NA,2765.99,90,2020
237,Some number too.,NA,4986.79,136,2019
238,Change difference.,Romance,3546.7,360,2023
239,Hold list.,Sci-Fi,2486.6,141,2023
240,Last moment although health.,NA,1659.89,364,2035
241,What.,Sci-Fi,2434.56,451,2021
242,Professor window affect.,Sci-Fi,3631.04,321,2021
243,Someone kid.,Sci-Fi,3102.58,403,2022
244,Soon.,Romance,4407.6,242,2018
245,Each.,NA,894.03,220,2021
246,Stuff too play.,Sci-Fi,806.14,-15,2023
247,Congress another if.,NA,695.33,321,2021
248,Structure high.,Fiction ,748.82,416,2023
249,Trip fill.,Sci-Fi,-56.46,201,2021
250,Name detail.,Fiction,1911.64,170,2018
251,Vote various.,Fiction ,3921.63,395,2020
252,Contain section air believe.,Fiction ,3034.24,484,2022
253,Audience hospital.,NA,2638.9,150,2035
254,Science take must.,Sci-Fi,1690.84,326,2022
255,Draw watch finally.,History,3181.87,189,2018
256,Political be really.,Fiction,2323.19,316,2023
257,Ok east better.,Sci-Fi,4410.7,398,2020
258,Through me.,Fiction,773.39,346,2018
259,Happen pass.,Fiction,2949.97,266,2020
260,Head fact.,Sci-Fi,95.78,396,2021
261,Positive visit.,NA,4493.51,274,2019
262,Story charge high.,NA,1459.04,382,2035
263,Meet door risk.,Romance,4584.9,240,2020
264,Government page.,Fiction,2642.73,198,2019
265,Anyone party sense.,Fiction,1361.16,179,2021
266,Heavy spend water.,Fiction,257.69,17,2022
267,Real feel.,Sci-Fi,2519.82,293,2020
268,Thousand early.,Fiction,573.09,11,2021
269,Hope dream.,Fiction ,1606.86,259,2021
270,Even interest.,Sci-Fi,4479.33,497,2019
271,Those short weight.,Sci-Fi,2051.02,169,2023
272,Public rise.,Sci-Fi,313.91,85,2020
273,Ok.,NA,2386.06,358,2022
274,Five behind join.,Fiction ,2016.26,-1,2020
275,Rule movie huge.,NA,2725.27,184,2021
276,Become here pass.,NA,2785.62,252,2018
277,Above employee system coach.,Sci-Fi,351.95,421,2018
278,List even community.,Romance,4721.35,355,2035
279,Effect series power.,Romance,80.33,41,2021
280,There society strong.,Fiction ,3421.74,-14,2022
281,Source next successful future.,Sci-Fi,2544.02,455,2019
282,Girl focus that.,Sci-Fi,2722.1,349,2018
283,Mouth maintain.,Sci-Fi,3081.35,233,2021
284,Including instead hope always.,Romance,3788.5,298,2020
285,Organization note red.,Sci-Fi,4436.16,17,2018
286,Trade pretty.,Romance,124.85,149,2023
287,Pass.,Sci-Fi,1328.64,351,2020
288,City cost.,Fiction,2481.5,132,2019
289,Learn money who.,Fiction ,4175.79,40,2035
290,Role bar owner.,Fiction,3326.76,428,2021
291,Range prevent mind.,Sci-Fi,4910.46,114,2023
292,Town bed.,Sci-Fi,3565.53,231,2019
293,Western stand.,History,1763.22,479,2020
294,Relationship pretty vote.,NA,3968.05,240,2035
295,Decade modern behavior.,History,1253.57,30,2021
296,Year cost.,Sci-Fi,2655.05,49,2022
297,Difference group begin.,NA,4788.43,402,2035
298,Protect opportunity consider return.,NA,2077.82,247,2021
299,Change sing cell.,NA,4861.95,215,2021
300,Check would middle.,NA,1687.06,472,2021
301,Mean glass simply north.,Fiction,3870.76,-19,2023
302,Sign serious.,Fiction,1451.22,393,2021
303,Late including project.,NA,3812.27,409,2020
304,Those success.,Romance,1131.49,400,2019
305,When live me marriage.,History,783.95,248,2020
306,Marriage family.,NA,939.67,-1,2019
307,Prepare sure meet.,Romance,3732.48,175,2023
308,Rule likely north.,NA,4887.18,432,2023
309,While try side.,NA,1674.25,321,2018
310,All after difference series.,NA,3654.96,191,2022
311,Near attention color.,Fiction,2940.21,13,2019
312,Indicate per large.,History,2081.33,403,2019
313,Day charge.,History,-32.64,179,2019
314,End again stay.,Sci-Fi,2109.42,232,2023
315,Customer.,Sci-Fi,1947.57,85,2021
316,Kitchen five.,Fiction ,-0.57,28,2021
317,Walk buy.,Fiction ,1432.55,33,2021
318,Respond woman board.,Sci-Fi,4960.49,31,2020
319,Wind security.,NA,1954.53,397,2023
320,Fly expect ability.,Fiction ,4673.24,476,2023
321,Style long.,History,4500.62,384,2020
322,He.,Fiction ,4652.49,328,2022
323,Interest west.,Fiction,108.28,167,2021
324,Common energy.,History,3113.59,47,2022
325,Senior issue as.,Fiction ,4937.37,72,2019
326,General his good.,NA,1220.01,168,2021
327,Shake weight pretty.,NA,4900.92,272,2035
328,Difference Republican last they.,Fiction ,2076.01,414,2021
329,Hit crime.,Sci-Fi,252.99,268,2019
330,Reduce.,Fiction ,381.07,405,2021
331,Total consider easy.,Sci-Fi,3512.29,119,2021
332,Matter travel develop.,History,3912,90,2021
333,Important if recently.,NA,1154.6,321,2021
334,News.,History,3483.1,186,2023
335,Wrong four.,Sci-Fi,3717.73,146,2022
336,Loss key piece among.,NA,750.76,95,2022
337,Difference lose.,NA,4378.35,432,2018
338,True check.,Fiction ,2762.02,326,2018
339,Kitchen ready.,NA,1976.16,482,2020
340,Their enjoy capital.,NA,3297.55,30,2018
341,End beautiful turn.,History,4859.34,252,2019
342,Page natural table.,Fiction,735.3,457,2023
343,At quite.,Fiction,4916.41,261,2018
344,Bank back sometimes.,Fiction,1238.14,460,2022
345,Home try hold.,Sci-Fi,3042.01,377,2021
346,Hundred follow.,NA,687.04,306,2018
347,Administration modern moment.,Fiction,4019.82,362,2022
348,Activity close nor.,NA,4749.71,338,2022
349,List.,Sci-Fi,3893.94,489,2035
350,Mention heart control.,Fiction ,1199.76,476,2023
351,Want degree machine.,Sci-Fi,2699.55,152,2022
352,Feel.,Sci-Fi,3237.79,102,2021
353,Section discussion.,Romance,1630.19,454,2018
354,Cause.,Romance,1478.05,389,2022
355,Fund sing news.,Romance,1807.08,239,2020
356,Protect third best.,Fiction ,2738.06,443,2019
357,Visit bill not.,NA,4775.67,51,2021
358,Return third.,Fiction,716.35,-14,2022
359,Society race owner.,Sci-Fi,-76.64,120,2021
360,Out until fight someone.,NA,3483.95,191,2021
361,Learn long.,NA,4818.38,184,2023
362,Institution mission develop.,NA,1599.44,292,2020
363,Seek poor.,NA,1593.86,34,2022
364,Large low.,History,2525.06,287,2021
365,Cup movie.,Fiction ,3425.4,437,2020
366,Half form read sit.,Fiction,4491.91,74,2022
367,Dark writer.,NA,4923.89,444,2021
368,Need ready individual.,Sci-Fi,4052.98,175,2021
369,Public financial food well.,Fiction,3356.48,497,2020
370,Street within quality.,Fiction ,845.5,183,2018
371,Ahead accept real.,Romance,4335.25,119,2035
372,Others.,Romance,1622.33,403,2021
373,Its.,Sci-Fi,2363.06,180,2022
374,Station only ever.,History,526.02,460,2020
375,Risk effort.,Fiction,3357.62,236,2021
376,Catch out audience.,NA,3194.52,126,2020
377,Station during sense.,Romance,1872.07,371,2022
378,Ability simply administration.,NA,-0.5,294,2018
379,Financial next.,NA,2900.01,24,2021
380,Instead idea.,NA,1849.94,223,2021
381,Almost story.,Sci-Fi,424.73,147,2020
382,West eye contain.,NA,3500.33,413,2019
383,Explain member speak.,Fiction,2362.77,-3,2020
384,Return water each.,History,2707,217,2021
385,Near.,Fiction ,3701.81,187,2022
386,Might avoid itself.,Sci-Fi,3746.82,116,2018
387,High deal.,NA,542.58,365,2021
388,Response reason health.,Fiction ,873.09,396,2018
389,Security state.,NA,2255.23,284,2035
390,Around.,NA,670.73,425,2019
391,Rock.,Fiction,1940.44,359,2020
392,Man left.,NA,2713.6,262,2023
393,Month realize though.,Sci-Fi,-12.59,107,2021
394,Remember daughter speak.,NA,4091.33,161,2023
395,Education physical.,NA,4113.26,102,2018
396,Call certain ago.,History,2665.48,121,2018
397,Give certain.,Sci-Fi,2492.06,86,2035
398,Project must.,Fiction ,1522.06,159,2022
399,The attorney.,Romance,2624.94,111,2022
400,Process nature.,Romance,4660.25,75,2035
401,Commercial make worry.,Sci-Fi,4560.23,248,2018
402,Stage agree.,Fiction,3448.3,368,2019
403,Yard remember away.,Romance,470.91,411,2020
404,Food strategy view.,Sci-Fi,1251.99,495,2022
405,Size police.,Romance,4728.63,42,2019
406,Skill fine.,Sci-Fi,4052.19,-4,2020
407,Line herself.,Romance,765.96,11,2019
408,Moment lot.,Romance,4455.7,279,2023
409,East experience.,Sci-Fi,4459.2,220,2035
410,Beat adult.,Sci-Fi,588.9,345,2021
411,Stage experience.,History,4077,325,2035
412,Apply skin decade.,Sci-Fi,4693.33,408,2020
413,Argue.,Sci-Fi,815.03,447,2022
414,Grow.,Sci-Fi,4505.01,6,2018
415,Describe help member after.,Romance,4002.54,383,2018
416,Dog talk.,Romance,2311.22,113,2020
417,Nearly under.,Sci-Fi,981.05,86,2019
418,Chair cultural.,Sci-Fi,1431.53,46,2021
419,Third.,Sci-Fi,2802.72,368,2019
420,Ball remain watch.,Fiction ,193.9,338,2023
421,Act research.,Sci-Fi,1920.57,379,2021
422,We.,NA,4953.28,225,2022
423,Fall spring.,NA,4107.72,142,2022
424,Seat free the.,History,1773.39,267,2022
425,Another term.,NA,3895.69,146,2020
426,Scene road blood well.,Sci-Fi,1452.68,35,2035
427,Capital sister test.,Fiction ,2694.58,153,2035
428,Hair.,Fiction,398.55,112,2023
429,Way plant tree.,NA,3512.01,482,2021
430,Kind.,Sci-Fi,3041.81,237,2019
431,Personal black capital.,NA,4529.76,193,2021
432,Security compare surface.,Fiction ,588.18,383,2020
433,Reason store.,Sci-Fi,4364.55,286,2021
434,Arm little view good.,Sci-Fi,4767.14,128,2021
435,Hour effort.,History,2925.15,131,2020
436,Care read would.,Sci-Fi,4152.39,320,2020
437,Arm when.,History,2893.72,273,2019
438,Try very.,NA,-12.02,112,2018
439,Million probably hope.,History,4872.52,94,2021
440,Change for south.,Sci-Fi,98.37,350,2023
441,Still buy low.,Romance,2784.88,332,2035
442,Meeting less fast book.,Sci-Fi,1480.41,384,2023
443,Political data trial discover.,NA,2428.11,338,2018
444,Large gun.,Sci-Fi,374.74,-9,2023
445,Toward blue.,Sci-Fi,1556.16,98,2021
446,Night many your.,Romance,1952.35,175,2019
447,Worker per.,NA,1072.48,431,2021
448,Its door.,Romance,3207.53,69,2022
449,Which while rich.,Sci-Fi,2648.22,16,2021
450,Foot may.,Sci-Fi,2971.76,281,2021
451,Eight central however.,NA,3587,155,2021
452,Subject wife.,Fiction,73.49,115,2023
453,When amount his.,NA,2719.04,338,2035
454,Determine single mention.,NA,3078.78,466,2022
455,Blue they large.,Sci-Fi,1881.93,265,2022
456,Result huge.,Fiction ,2650.64,392,2022
457,Dark our condition.,History,2968.44,250,2019
458,Choose some.,NA,1359.14,49,2021
459,Offer structure sometimes.,History,4206.16,428,2019
460,House feeling television.,Sci-Fi,4414.5,0,2021
461,Treatment contain stuff.,Fiction,3352.2,75,2018
462,Chair interesting sea.,NA,1040.84,461,2023
463,Range body.,History,4623.99,355,2018
464,Oil less statement.,Fiction ,2886.21,-9,2020
465,Hand administration test.,NA,1826.94,374,2021
466,Add answer board.,Fiction,2791.56,27,2022
467,Stop hair.,History,4087.93,103,2021
468,Thing including eye.,NA,3760.23,408,2021
469,Billion food account.,Sci-Fi,1378.12,309,2020
470,There responsibility.,Fiction,2410.85,54,2022
471,Short know community.,Sci-Fi,4461.65,5,2021
472,Because worry especially.,History,4220.06,234,2021
473,Matter story.,Sci-Fi,1996.35,389,2035
474,Pm commercial.,History,240.9,103,2022
475,Public letter admit.,Romance,1101.05,213,2021
476,Reflect short nothing.,Sci-Fi,486.71,63,2020
477,Player ability receive.,Fiction ,4866.46,342,2035
478,New level thousand.,Fiction ,848.94,101,2021
479,Information couple.,NA,1751.45,260,2023
480,Dinner career.,Sci-Fi,3618.3,252,2022
481,Perform if.,Romance,3242.38,396,2021
482,Cold friend play.,Fiction,162.03,262,2023
483,Minute.,Sci-Fi,14.84,45,2021
484,Prevent able financial.,Fiction,795.91,97,2021
485,Second sign arrive stuff.,Sci-Fi,2053.19,404,2022
486,Admit tend bill.,Sci-Fi,1570.74,484,2023
487,Worry maintain speech.,History,726.51,126,2021
488,Detail explain whether fact.,Fiction,1481.96,420,2020
489,Should impact almost community.,Sci-Fi,4123.23,264,2021
490,Machine music hundred.,NA,4434.33,264,2021
491,Involve open factor.,History,4247.85,454,2019
492,The.,Sci-Fi,2945.1,338,2018
493,Loss spend wear.,Sci-Fi,2908.74,328,2021
494,Within.,Sci-Fi,3591.37,467,2020
495,Clearly avoid example be.,NA,3081.54,442,2022
496,Interview decision itself through.,Fiction ,2463.02,129,2019
497,Rich training I fine.,Sci-Fi,451.43,12,2035
498,International Congress.,NA,1138.63,280,2021
499,Finally.,Sci-Fi,4482.63,202,2023
500,Leader else part hold.,History,2697.22,362,2035
501,Choose so.,Fiction,500.97,267,2021
502,Heavy such product.,Sci-Fi,1614.45,272,2021
503,Against hair.,Fiction,1524.68,427,2019
504,Kid whose truth.,Sci-Fi,2894.55,44,2023
505,Meet.,Sci-Fi,1012.87,67,2021
506,Soldier know.,Sci-Fi,2591.51,1,2021
507,School most.,Fiction,4746.68,49,2023
508,Shoulder pull anyone thing.,Fiction ,242.21,-13,2021
509,Defense ten reduce establish.,NA,76.57,350,2022
510,Themselves gun may.,Fiction,3771.15,28,2021
511,Thing religious from.,Sci-Fi,2153.39,434,2035
512,Board produce.,NA,3037.7,162,2021
513,May read.,Sci-Fi,1544.78,399,2018
514,Gas yard responsibility.,Sci-Fi,2097.76,168,2022
515,Become fund manage.,Fiction ,2898.48,471,2022
516,Wish create per.,Sci-Fi,2122.17,158,2018
517,Resource what.,Fiction,980.2,294,2018
518,Consumer community.,Fiction ,1443.51,251,2018
519,Future analysis.,Fiction,1986.53,344,2018
520,Action recently.,Sci-Fi,2503.31,174,2023
521,Born adult.,Romance,2931.33,116,2023
522,Theory help.,Sci-Fi,3550.42,441,2019
523,First yet model thus.,Sci-Fi,3457.14,127,2022
524,Knowledge imagine nothing.,Sci-Fi,4068.1,355,2023
525,Floor management buy.,Romance,3642.79,275,2035
526,List field animal truth.,Fiction ,3308.9,422,2020
527,Letter rise.,NA,4571.12,233,2022
528,Able.,Sci-Fi,2481.21,223,2022
529,Successful know.,Fiction ,2557.72,84,2018
530,Issue.,Romance,3110.89,292,2023
531,Best want.,Romance,1626.94,443,2035
532,While free.,History,3526.03,242,2018
533,Particularly individual campaign.,NA,1620.29,158,2021
534,Right close particular.,Sci-Fi,2999.08,212,2018
535,Myself family strong from.,NA,4854.94,361,2021
536,Trial.,Sci-Fi,4503,122,2018
537,Might race investment.,Fiction ,3593.34,216,2021
538,Show enough boy.,History,3587.54,390,2035
539,Entire institution maintain cultural.,Sci-Fi,2686.98,260,2018
540,Early business nothing.,Sci-Fi,3361.93,242,2018
541,Stop necessary security.,Fiction ,4704.37,364,2019
542,Wait rest.,NA,3359.2,16,2019
543,Coach.,Fiction ,3235.83,316,2021
544,Heart serious.,NA,3099.8,8,2022
545,Thank.,NA,4704.83,67,2018
546,Example top water.,NA,599.55,299,2019
547,Interesting cut lot.,Sci-Fi,746.78,367,2021
548,Sell work.,NA,3675.75,276,2018
549,Second amount civil.,Sci-Fi,3282.87,301,2023
550,Two leg military.,Romance,1453.87,333,2035
551,Ahead run.,NA,129.02,229,2020
552,However short yourself smile.,Romance,3704.67,153,2019
553,Garden truth strong.,Sci-Fi,4845.49,336,2023
554,Rather music stand.,Sci-Fi,4760.16,269,2021
555,Difficult wait.,Fiction ,4081.64,436,2018
556,Yes person put.,Sci-Fi,1266.55,414,2020
557,Chair culture friend almost.,History,1077.54,203,2022
558,Ten.,NA,3984.64,258,2022
559,Hotel eat.,NA,3983.29,302,2021
560,Five throw action.,Romance,2142.86,326,2023
561,Worry figure.,Fiction,4163.56,57,2023
562,Hold view floor company.,Sci-Fi,1189.11,16,2022
563,Evidence land member.,Sci-Fi,3090.94,332,2021
564,Current section good.,NA,4585.92,121,2019
565,Story mission.,Sci-Fi,63.71,45,2021
566,Trade long.,Fiction ,3420.01,105,2022
567,Travel speak true.,Fiction ,2226.55,-17,2022
568,Several star.,Sci-Fi,1294.2,36,2019
569,Girl admit yeah story.,Fiction,567.59,88,2035
570,Dog education despite.,Fiction,-82.45,44,2021
571,Meeting pay position laugh.,History,1085.27,12,2019
572,Board tend.,Fiction ,4634.84,385,2021
573,Sense main.,Fiction,3025.46,474,2035
574,Born throughout opportunity other.,NA,1125.61,450,2020
575,Let hard.,NA,1673.51,268,2021
576,Help fine eight.,Romance,63.12,46,2019
577,Entire against size.,History,609.89,6,2019
578,Fire determine.,NA,126.93,158,2021
579,Fill behavior.,Romance,1268.79,136,2022
580,My watch nothing.,Fiction ,2663.17,88,2023
581,Value television someone.,NA,2950.34,479,2021
582,View enjoy.,Sci-Fi,4259.37,323,2020
583,Foot society.,NA,1714.81,6,2023
