order_id,customer_id,product_id,quantity,order_date,status,payment_amount
164,164,164,8,20-08-2023,Completed,11308.25
165,165,165,5,24-11-2024,NA,8324.52
166,166,166,6,05-04-2025,Completed,3877.31
167,167,167,9,31-05-2025,NA,1990.98
168,168,168,7,19-09-2023,Completed,9988.91
169,169,169,1,24-11-2023,Cancelled,5704.6
170,170,170,10,21-09-2025,Cancelled,4325.58
171,171,171,5,13-08-2024,Cancelled,8172.05
172,172,172,1,05-04-2025,Pending,6056.5
173,173,173,1,09-11-2025,Pending,8395.58
174,174,174,3,18-06-2025,Pending,1210.02
175,175,175,5,25-11-2025,NA,1982.89
176,176,176,7,24-10-2023,Completed,538.47
177,177,177,10,05-12-2025,Completed,13961.25
178,178,178,2,02-01-2026,Completed,14746.93
179,179,179,5,07-03-2024,Completed,850.69
180,180,180,10,01-12-2025,Completed,10828.06
181,181,181,3,16-05-2025,Cancelled,11341.15
182,182,182,9,20-09-2023,NA,5477.93
183,183,183,5,23-06-2024,Completed,6358.68
184,184,184,6,31-05-2025,Cancelled,5628.86
185,185,185,9,02-06-2023,NA,4051.06
186,186,186,-2,04-03-2025,Completed,10006.13
187,187,187,9,05-07-2023,Completed,4959.05
188,188,188,6,26-07-2024,Completed,13001.57
189,189,189,0,20-08-2025,Cancelled,7808.97
190,190,190,-2,09-11-2025,NA,904.77
191,191,191,4,13-02-2025,Completed,4768.5
192,192,192,6,09-01-2026,Cancelled,2284.05
193,193,193,4,21-04-2025,Pending,10582.76
194,194,194,3,02-12-2023,Cancelled,14.84
195,195,195,8,24-04-2026,Cancelled,2829.47
196,196,196,9,16-05-2025,Completed,6120.06
197,197,197,5,14-05-2023,NA,2870.58
198,198,198,4,25-05-2025,Pending,6881.26
199,199,199,4,07-11-2023,NA,6044.49
200,200,200,2,12-09-2023,NA,4071.03
201,201,201,5,13-03-2026,Completed,4942.32
202,202,202,4,17-03-2024,NA,14433.16
203,203,203,2,26-08-2023,Completed,1954.99
204,204,204,8,24-05-2024,NA,14000.86
205,205,205,-2,16-06-2023,Completed,6676.37
206,206,206,8,16-08-2023,Completed,8603.09
207,207,207,-2,06-09-2024,Pending,12681.44
208,208,208,2,12-02-2024,NA,11789.24
209,209,209,0,31-12-2025,Pending,11274.8
210,210,210,3,30-11-2023,Cancelled,6500.23
211,211,211,4,13-01-2026,Completed,123.99
212,212,212,5,20-05-2024,Completed,6105.78
213,213,213,5,13-12-2024,NA,5903.38
214,214,214,3,26-12-2023,NA,10258.03
215,215,215,5,13-06-2024,Pending,58.1
216,216,216,7,23-03-2026,Completed,0
217,217,217,9,14-01-2025,Completed,13267.11
218,218,218,0,02-09-2024,Pending,5871.04
219,219,219,7,08-10-2024,Completed,13962.47
220,220,220,7,02-01-2025,Pending,5901.23
221,221,221,-2,12-06-2024,Cancelled,2851.29
222,222,222,5,28-09-2023,Cancelled,2194.98
223,223,223,3,02-10-2024,NA,8855.42
224,224,224,8,14-05-2024,Completed,7132.08
225,225,225,4,03-09-2023,Cancelled,3613.83
226,226,226,4,12-05-2023,Completed,11597.91
227,227,227,0,04-08-2024,Completed,8296.99
228,228,228,4,19-04-2026,Pending,2891.82
229,229,229,4,12-08-2025,Pending,6279.29
230,230,230,9,05-09-2023,NA,11368.7
231,231,231,9,03-10-2025,NA,627.54
232,232,232,3,12-10-2023,Cancelled,1561.97
233,233,233,7,10-02-2026,Pending,2637.63
234,234,234,1,01-08-2025,Completed,5378.27
235,235,235,-2,27-05-2024,Completed,13235.79
236,236,236,8,31-03-2025,Pending,434.53
237,237,237,9,14-02-2024,Completed,9289.59
238,238,238,6,28-07-2025,Pending,2643.89
239,239,239,0,20-11-2025,Completed,1975.64
240,240,240,0,14-10-2023,Completed,7361.21
241,241,241,-2,01-10-2024,Cancelled,14025.69
242,242,242,1,16-08-2023,Completed,5374.07
243,243,243,-2,15-11-2023,Completed,5618.35
244,244,244,5,27-04-2025,Cancelled,7243.31
245,245,245,3,23-12-2023,Pending,8341.51
246,246,246,7,23-12-2023,Cancelled,13740.8
247,247,247,5,27-11-2024,Completed,896.52
248,248,248,0,07-04-2025,Pending,8671.29
249,249,249,6,18-02-2025,NA,4523.36
250,250,250,1,23-01-2026,Cancelled,4457.64
251,251,251,6,05-05-2026,Cancelled,6670.43
252,252,252,10,16-08-2023,NA,6672.2
253,253,253,7,09-02-2024,NA,10667.95
254,254,254,4,30-04-2025,Cancelled,4414.9
255,255,255,8,13-02-2025,Completed,11776.15
256,256,256,4,11-09-2025,Pending,4590.87
257,257,257,0,01-07-2025,Pending,4259.46
258,258,258,8,21-05-2024,Cancelled,9050.41
259,259,259,9,31-03-2026,Cancelled,10524.06
260,260,260,2,17-06-2023,Pending,2374.68
261,261,261,1,11-05-2023,NA,9352.25
262,262,262,0,20-06-2024,Completed,1908.98
263,263,263,1,27-11-2023,Completed,12244.76
264,264,264,6,26-03-2025,NA,2152.3
265,265,265,9,25-05-2024,Cancelled,12087.22
266,266,266,-2,27-01-2024,NA,0
267,267,267,4,08-05-2024,NA,754.91
268,268,268,10,12-04-2024,Cancelled,0
269,269,269,2,15-10-2024,Cancelled,6121.85
270,270,270,2,28-11-2023,Cancelled,239.89
271,271,271,10,10-12-2023,Pending,7022.83
272,272,272,5,26-06-2024,NA,8698.48
273,273,273,6,01-10-2024,Completed,11528.9
274,274,274,9,23-10-2025,NA,2290
275,275,275,10,21-08-2023,NA,3730.57
276,276,276,9,08-12-2023,Pending,13724.74
277,277,277,6,26-07-2023,NA,708.93
278,278,278,1,28-06-2023,Completed,12583.18
279,279,279,2,10-12-2025,NA,10981.33
280,280,280,8,18-09-2023,Cancelled,3293.87
281,281,281,-2,10-11-2025,NA,11235.13
282,282,282,9,22-06-2024,Completed,8666.74
283,283,283,5,07-03-2026,Cancelled,11431.6
284,284,284,3,22-12-2025,Cancelled,12367.75
285,285,285,7,30-10-2024,NA,7829.11
286,286,286,5,12-02-2025,Cancelled,2795.62
287,287,287,4,20-07-2025,Cancelled,2067.71
288,288,288,1,22-05-2024,Completed,230.18
289,289,289,4,15-07-2023,NA,4903.65
290,290,290,8,26-02-2025,Completed,6411.88
291,291,291,5,04-07-2024,Completed,10491.6
292,292,292,7,25-07-2024,Completed,8795.79
293,293,293,5,25-05-2023,Cancelled,4027.85
294,294,294,5,31-10-2023,Completed,11444.8
295,295,295,10,17-04-2026,NA,10947.42
296,296,296,2,14-06-2024,Cancelled,5171.49
297,297,297,8,15-11-2024,Pending,9293.54
298,298,298,0,11-06-2024,Completed,7089.29
299,299,299,1,23-08-2023,Pending,14464.66
300,300,300,6,19-03-2026,Completed,3211.25
301,301,301,1,17-08-2023,Completed,8585.5
302,302,302,0,29-01-2025,Completed,7530.63
303,303,303,0,17-09-2023,Completed,10377.43
304,304,304,1,07-12-2025,Cancelled,2800.64
305,305,305,3,18-04-2024,Pending,14275.4
306,306,306,9,24-03-2025,Completed,13128.21
307,307,307,1,07-06-2024,Pending,565.56
308,308,308,9,27-06-2023,Pending,12896.62
309,309,309,6,11-01-2024,Pending,7147.6
310,310,310,6,27-04-2026,Completed,12275.1
311,311,311,4,16-10-2025,Completed,8068.57
312,312,312,0,26-11-2024,Completed,10533.1
313,313,313,8,19-01-2025,Pending,13628.58
314,314,314,3,25-06-2024,Completed,8210.74
315,315,315,6,24-05-2023,Completed,56.53
316,316,316,4,19-05-2023,Completed,4325.23
317,317,317,7,29-09-2024,Pending,13361.43
318,318,318,6,18-05-2025,Completed,14898.98
319,319,319,4,19-07-2025,NA,5224.85
320,320,320,3,01-05-2025,Completed,4314.42
321,321,321,10,01-01-2024,Completed,0
322,322,322,7,16-08-2024,Cancelled,3471.8
323,323,323,2,09-01-2025,Completed,11671.81
324,324,324,0,08-12-2024,Completed,5398.02
325,325,325,6,17-11-2024,Completed,12102.2
326,326,326,0,06-04-2025,Cancelled,1738.03
327,327,327,3,15-11-2025,NA,13485.22
328,328,328,5,18-02-2024,Completed,4518.49
329,329,329,6,14-05-2024,NA,3285.16
330,330,330,9,16-07-2025,Completed,9735
331,331,331,7,04-12-2025,NA,10866.8
332,332,332,3,03-02-2025,Pending,5935.84
333,333,333,7,16-06-2023,Completed,7354.08
334,334,334,8,11-03-2026,Completed,0
335,335,335,3,02-08-2024,Cancelled,2399.98
336,336,336,10,30-11-2023,NA,11459.13
337,337,337,8,04-11-2025,NA,3801.17
338,338,338,9,19-09-2023,Completed,7490.98
339,339,339,8,24-03-2025,Pending,11047.58
340,340,340,8,22-09-2025,Completed,13002.42
341,341,341,1,22-02-2024,Completed,10807.42
342,342,342,1,16-11-2024,Completed,7514.41
343,343,343,4,01-10-2024,Completed,11779.91
344,344,344,1,17-08-2025,NA,14847.24
345,345,345,4,28-07-2025,Cancelled,11560.64
346,346,346,4,27-03-2025,Pending,8794.14
347,347,347,9,27-06-2023,Completed,14794.69
348,348,348,5,24-04-2026,NA,2491.94
349,349,349,10,07-12-2024,NA,9096.92
350,350,350,6,30-06-2025,NA,8491.26
351,351,351,4,11-01-2024,Pending,10778.26
352,352,352,3,27-07-2024,Cancelled,2480.46
353,353,353,4,29-09-2025,Completed,14438.62
354,354,354,0,02-03-2025,Pending,2688.48
355,355,355,9,16-11-2024,Completed,3764.54
356,356,356,8,22-04-2026,Completed,6087.3
357,357,357,0,10-06-2024,NA,7820.74
358,358,358,4,07-11-2025,Completed,6546.31
359,359,359,4,05-06-2024,Pending,14960.34
360,360,360,3,26-01-2024,Pending,1573.15
361,361,361,4,19-04-2026,Cancelled,10888.97
362,362,362,3,20-11-2023,Completed,13202.1
363,363,363,6,28-04-2025,NA,7013.88
364,364,364,4,25-03-2026,Completed,6888.53
365,365,365,4,03-11-2024,Pending,2450.21
366,366,366,7,20-09-2025,Cancelled,14769.74
367,367,367,4,21-06-2024,Completed,2724.23
368,368,368,8,24-07-2025,Completed,7776.36
369,369,369,5,08-05-2024,NA,10962.12
370,370,370,4,08-11-2025,Cancelled,11231.84
371,371,371,4,14-09-2023,NA,14653.52
372,372,372,8,12-07-2024,Pending,14375.26
373,373,373,0,02-09-2025,NA,1710.31
374,374,374,-2,11-05-2023,Pending,3191.83
375,375,375,3,19-07-2025,Completed,528.26
376,376,376,5,16-10-2023,Pending,7565.09
377,377,377,4,20-03-2026,Completed,2473.02
378,378,378,3,04-07-2023,NA,14638.27
379,379,379,-2,25-01-2026,Completed,4254.69
380,380,380,8,21-02-2026,Cancelled,11355.41
381,381,381,10,09-02-2024,Completed,12943.09
382,382,382,4,03-03-2025,Completed,6461.8
383,383,383,7,28-02-2026,Completed,3597.17
384,384,384,5,08-11-2024,Cancelled,12283.85
385,385,385,5,01-02-2024,Pending,3894.26
386,386,386,3,23-04-2024,Completed,12926.71
387,387,387,6,31-12-2023,Cancelled,11586.09
388,388,388,6,14-01-2025,Completed,5192.39
389,389,389,1,29-03-2025,Completed,6246.8
390,390,390,1,16-07-2023,Completed,3670.27
391,391,391,5,20-12-2024,Completed,12644.86
392,392,392,6,06-07-2023,Completed,4358.26
393,393,393,4,17-03-2024,Completed,3408.5
394,394,394,8,30-04-2025,Pending,11343.94
395,395,395,9,09-10-2023,Completed,14742.86
396,396,396,3,01-03-2024,Completed,6978.18
397,397,397,6,22-11-2023,Pending,4600.91
398,398,398,10,21-08-2023,Cancelled,3107.3
399,399,399,1,01-10-2025,NA,2587.86
400,400,400,9,13-06-2025,Pending,0
401,401,401,5,03-12-2024,Pending,10182.7
402,402,402,4,26-01-2025,Completed,9621.14
403,403,403,8,13-11-2023,Completed,1091.99
404,404,404,9,11-05-2025,Completed,10408.31
405,405,405,0,17-08-2025,Completed,7164.32
406,406,406,6,06-05-2025,Completed,6949.16
407,407,407,8,03-10-2024,Cancelled,12078.41
408,408,408,-2,01-09-2023,NA,7496.94
409,409,409,0,22-08-2025,NA,14380.88
410,410,410,4,26-04-2026,Completed,3591.42
411,411,411,-2,18-07-2024,Cancelled,5194.58
412,412,412,-2,26-01-2025,NA,14457.45
413,413,413,-2,19-01-2024,Completed,5680.28
414,414,414,1,11-04-2025,NA,2338.03
415,415,415,9,30-04-2024,NA,12061.71
416,416,416,-2,27-11-2023,Cancelled,14213.83
417,417,417,6,02-07-2025,Pending,1019.03
418,418,418,8,24-07-2025,NA,8908.79
419,419,419,-2,08-02-2025,Pending,10751.35
420,420,420,3,12-02-2025,Completed,8506.25
421,421,421,2,25-02-2024,Completed,7675.42
422,422,422,1,09-05-2025,Pending,2618.82
423,423,423,7,21-01-2024,Cancelled,6246.65
424,424,424,2,29-03-2026,Completed,8673.35
425,425,425,0,05-12-2023,Completed,3190.52
426,426,426,2,23-03-2024,NA,12848.16
427,427,427,-2,21-01-2024,Pending,9914.59
428,428,428,8,08-05-2023,NA,268.78
429,429,429,7,15-02-2025,Cancelled,9796.42
430,430,430,4,04-04-2024,Completed,3121.74
431,431,431,6,22-05-2025,Completed,608.05
432,432,432,10,14-07-2025,Completed,1963.02
433,433,433,4,25-03-2025,Completed,5310.44
434,434,434,-2,19-08-2025,NA,11668.93
435,435,435,6,24-06-2024,Pending,6217.44
436,436,436,0,22-09-2023,Pending,11954.24
437,437,437,2,05-03-2026,Pending,13062.83
438,438,438,7,24-02-2025,Pending,6857.04
439,439,439,4,07-10-2023,NA,11672.69
440,440,440,4,19-08-2023,NA,11753.29
441,441,441,4,29-09-2024,NA,10704.47
442,442,442,6,22-05-2023,Completed,7741.76
443,443,443,-2,10-03-2024,Pending,9440.91
444,444,444,3,23-04-2024,Completed,0
445,445,445,7,25-01-2024,Pending,7225.05
446,446,446,7,24-08-2024,Cancelled,6499.97
447,447,447,8,01-11-2024,NA,9504.16
448,448,448,5,07-11-2024,Completed,7378.26
449,449,449,4,14-07-2023,Pending,11653.43
450,450,450,4,06-01-2024,Pending,8589.11
451,451,451,7,25-08-2024,NA,7665.04
452,452,452,7,23-07-2025,Pending,10875.49
453,453,453,3,24-06-2025,Pending,3530.45
454,454,454,2,09-07-2025,Completed,9988.11
455,455,455,1,09-11-2025,Cancelled,0
456,456,456,1,09-01-2025,Cancelled,13700.27
457,457,457,6,08-09-2023,NA,9409.41
458,458,458,4,02-10-2025,Pending,12675.19
459,459,459,5,16-07-2023,NA,203.91
460,460,460,3,31-12-2024,Completed,10588.62
461,461,461,6,18-01-2026,Completed,6527.18
462,462,462,3,27-05-2024,Cancelled,3855.02
463,463,463,8,26-11-2024,Completed,7479.88
464,464,464,2,29-01-2026,Completed,9520.69
465,465,465,2,22-06-2023,NA,13499.66
466,466,466,9,27-01-2024,Completed,10478.2
467,467,467,2,01-04-2026,Completed,9791.18
468,468,468,10,18-04-2026,Cancelled,11242.49
469,469,469,2,23-02-2026,Pending,9272.68
470,470,470,5,30-11-2023,Completed,8134.19
471,471,471,0,19-11-2023,NA,308.74
472,472,472,5,14-06-2025,Completed,6953.52
473,473,473,10,11-06-2025,Pending,13326.71
474,474,474,3,04-02-2026,Completed,9343.88
475,475,475,4,27-12-2025,Cancelled,2781.17
476,476,476,0,19-06-2023,Completed,10533.78
477,477,477,7,21-05-2025,Completed,9983.01
478,478,478,4,31-03-2025,Pending,13999.42
479,479,479,1,09-10-2023,Completed,10606.59
480,480,480,-2,02-03-2026,Completed,2929.9
481,481,481,9,24-08-2025,Completed,6799.15
482,482,482,4,27-07-2025,Pending,0
483,483,483,9,02-10-2023,NA,5260.36
484,484,484,4,04-05-2024,Completed,14784.65
485,485,485,5,12-10-2025,Completed,8689.72
486,486,486,10,22-08-2025,NA,5536.42
487,487,487,4,16-10-2023,Cancelled,7572.11
488,488,488,2,19-06-2025,Completed,8330.23
489,489,489,1,21-11-2023,Pending,11696.88
490,490,490,4,29-11-2025,Pending,11191.95
491,491,491,0,28-11-2024,Completed,7821.85
492,492,492,-2,27-06-2023,Pending,6911.64
493,493,493,7,07-09-2023,Completed,1776.73
494,494,494,3,10-05-2023,NA,2999.29
495,495,495,4,25-04-2026,Completed,13122.12
496,496,496,6,18-12-2025,Completed,12867.2
497,497,497,2,31-05-2025,Completed,14118.01
498,498,498,8,14-02-2025,Pending,3696.98
499,499,499,10,29-03-2024,Cancelled,6778.36
500,500,500,5,11-10-2025,NA,0
501,501,501,-2,23-03-2024,NA,10196.02
502,502,502,1,06-07-2023,NA,13111.49
503,503,503,9,16-03-2024,Pending,1616.68
504,504,504,0,31-07-2024,Completed,9907.29
505,505,505,0,18-06-2024,Cancelled,2605.53
506,506,506,5,08-10-2023,Pending,11012.67
507,507,507,-2,28-10-2024,Pending,6814.61
508,508,508,-2,08-10-2024,NA,11574.19
509,509,509,2,24-04-2024,NA,9949.18
510,510,510,2,23-11-2023,Completed,1008.51
511,511,511,-2,24-07-2024,Completed,12151.97
512,512,512,0,13-02-2026,Completed,10315.73
513,513,513,10,28-07-2024,NA,195.87
514,514,514,5,03-05-2024,Completed,1728.33
515,515,515,10,23-11-2025,Completed,6324.58
516,516,516,9,26-06-2023,Completed,3463.86
517,517,517,9,02-02-2025,Completed,8646.53
518,518,518,8,10-05-2025,Cancelled,283.85
519,519,519,4,03-10-2025,Completed,8989.43
520,520,520,4,17-02-2024,Completed,5386.89
521,521,521,7,16-04-2026,Completed,8275.76
522,522,522,5,29-07-2023,NA,9997.97
523,523,523,5,08-04-2025,Completed,6136.65
524,524,524,0,08-11-2024,Completed,2843.88
525,525,525,1,15-06-2024,Cancelled,825.11
526,526,526,0,21-06-2024,Pending,4682.08
527,527,527,9,07-05-2024,Completed,12061.25
528,528,528,3,09-11-2024,Cancelled,1829.58
529,529,529,1,10-02-2025,Completed,9416
530,530,530,2,05-06-2025,NA,2257.88
531,531,531,4,02-03-2026,Completed,11161.19
532,532,532,7,16-01-2024,Completed,12322.2
533,533,533,0,20-09-2024,Pending,4907.8
534,534,534,0,24-02-2025,Completed,11360.76
535,535,535,5,04-04-2025,Pending,7295.65
536,536,536,5,30-04-2025,Cancelled,4078.71
537,537,537,-2,20-07-2023,Cancelled,1623.59
538,538,538,8,15-11-2024,NA,3235.78
539,539,539,4,23-04-2026,Completed,6767.09
540,540,540,7,04-05-2024,Cancelled,13389.5
541,541,541,1,25-10-2025,Completed,5592
542,542,542,1,20-02-2024,Cancelled,9333.72
543,543,543,1,22-12-2024,Cancelled,10272.83
544,544,544,-2,27-05-2025,Completed,14050.85
545,545,545,7,23-08-2024,Cancelled,6523.59
546,546,546,4,03-10-2024,Cancelled,8933.76
547,547,547,9,29-10-2023,Completed,61.16
548,548,548,10,30-10-2024,Cancelled,5054.08
549,549,549,1,13-02-2025,Completed,1779.23
550,550,550,3,29-08-2024,Completed,5988.34
551,551,551,2,20-10-2024,Cancelled,1650.71
552,552,552,0,10-04-2025,Pending,2555.73
553,553,553,0,05-03-2025,NA,14276.74
554,554,554,6,03-11-2023,Pending,8517.46
555,555,555,6,04-12-2025,Completed,14208.93
556,556,556,10,24-08-2024,Completed,13349.76
557,557,557,6,28-02-2024,Completed,13563.26
558,558,558,10,17-09-2023,Cancelled,9124.96
559,559,559,4,31-10-2025,Completed,2977.44
560,560,560,4,03-03-2026,Pending,2773.96
561,561,561,1,14-09-2023,Cancelled,14485.96
562,562,562,7,18-01-2024,NA,4010.29
563,563,563,4,24-04-2026,Completed,10186.11
564,564,564,2,07-10-2025,NA,5350.02
565,565,565,8,03-09-2025,Completed,1817.12
566,566,566,7,07-07-2025,Pending,11636.44
567,567,567,9,30-08-2024,Cancelled,6503.99
568,568,568,3,31-01-2024,Cancelled,0
569,569,569,4,23-11-2024,NA,7656.59
570,570,570,-2,01-04-2025,Completed,8219.77
571,571,571,10,18-05-2024,NA,1953.81
572,572,572,2,02-10-2023,Completed,6447.47
573,573,573,-2,04-04-2025,Completed,8254.42
574,574,574,8,27-02-2024,Cancelled,8715.1
575,575,575,2,28-04-2025,Pending,1264.63
576,576,576,6,04-06-2024,Cancelled,2827.39
577,577,577,9,19-12-2025,Completed,11007.01
578,578,578,7,28-08-2025,NA,4780.23
579,579,579,4,02-05-2026,Cancelled,11425.91
